Song,Artist,isHot
Si Es Que Te Vas,Carlos Vives,False
Bye Bye Betty Blue,The Fever,False
Getaway,KRS-One,False
Killing Machine,Aiden,False
 -start ID-,The Mad Capsule Markets,False
Exactamente Medianoche,Memphis La Blusera,False
Cool Water,Roger Williams,False
This House Is Haunted,Alice Cooper,False
Ya Lil' Crumbsnatchers (LP Version),Del Tha Funkee Homosapien,False
Captin Kut-Cha,Kai Winding,False
All I Ask For (Album Version),Ill Nino,False
Street Car Blues,Sleepy John Estes,False
Dementia,Schizoid,False
Manuel's Mambo,Cal Tjader,False
I'm Over You (Album Version),Rebecca Lynn Howard,False
Fonsi,Za\xc3\xafko Langa Langa,False
Snippet 15,Bare Jr.,False
Vem Pr'a Roda,Tania Maria,False
Love Dump (Clean Album Version),Static-X,False
Just In Case,Micachu,False
Pitch In OnA Party,DJ Quik,False
Elektro Kardiogramm (Live),Kraftwerk,False
Apotoma,Giorgos Tsalikis,False
Acorde\xc3\xb3n,Massiel,False
On My Own,Black Eyed Peas / Les Nubians / Mos Def,False
El Amor (Version Nortena),Yahir,False
What's True,Ziggy Marley And The Melody Makers,False
Tonight_ Te Amar\xc3\xa9,MDO,False
Foam Born (A) The Backtrack (Album Version),Between The Buried And Me,False
Val\xc3\xa9rie,Oztara,False
Ego is the drug/3am,The Frequency,False
Have It Your Way,Leigh Jones,False
Hard Pure,Pumpkin Buzzard,False
Era um dia desses,H\xc3\xa9lio Ziskind,False
Waiting For You (I Forgive You Before I Go),Mississippi John Hurt,False
Back to '93,Caspa,False
Pig Meat On The Line,Memphis Minnie,False
We Can Do It,Steel Pulse,False
Take The Wheel,Pacha Massive,False
Smoke,Vanessa Daou,False
Der weisse Mond von Maratonga,Oesch's die Dritten,False
"Unda Da Influence"" (Snippets)",M Sane,False
Sickman,Alice In Chains,False
Chains (LP Version),THE COOKIES,False
Melancholia,The Grip Weeds,False
Bastard,Peppermint Creeps,False
Numba 1 (Tide Is High),Kardinal Offishall / Keri Hilson,False
Peyote,Evolution,False
What's in a number & Feed me lies remixes,Theodor Zox,False
You Are!,Christian Quast,False
Bellini: Norma: Vanne_ e li cela entrambi,Vincenzo Bellini,False
If Santa Claus Could Bring You Back To Me,Jimmy Wakely,False
Intro: The Dragon,Mix Mob,False
Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,James Scott Skinner,False
Wrong End Of The Rainbow,Ronnie Milsap,False
Blues Do Elevador,Zeca Baleiro,False
The Real Rock,Shinehead,False
The Way I Am,Eminem,False
Mis Sue\xc3\xb1os feat Norma Castro,Mario Garcia,False
Lizzie And The Rain Man,Billie Jo Spears,False
Pocket Full Of Stars,Diesel Boy,False
Battery Acid,Six Brown Brothers,False
Gief Konjunkturpaket VI,Afrob feat. Sarah,False
Hippa To Da Hoppa [Explicit Version],Ol' Dirty Bastard,False
Was Machst Du Mit Dem Knie_ Lieber Hans?,G\xc3\xbcnter Noris,False
Chicken Strips (THE DEMOS version),Smut Peddlers,False
Back Into Business,Milo,False
Will Not Fade  (Hit Parade Album Version (new Song)),Audio Adrenaline,False
Beast In the Broch,The Lord Weird Slough Feg,False
Perfidia,Eddie Jones,False
Aviatic,Andr\xc3\xa9 Verchuren,False
Whirlpool [Live],Seal,False
The Up,Utopia,False
Plaza de Mayo,Matteo Bonfanti e i maledetti,False
Dil Naheen Lagda,Naseebo Lal,False
The Train Kept A Rollin,Tiny Bradshaw,False
Main Title,Jerry Goldsmith,False
Keiner au\xc3\x9fer uns,Kool Savas,False
The Way It Is,Tesla,False
Can't Do Me No Good,Otis Spann,False
Luv In the First,Latif,False
Love Is Gonna Bring Us Back Alive,Rickie Lee Jones,False
Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),Sir Neville Marriner,False
Prayer For The Dying (Album Version),Seal,False
If Music Be The Food Of Love,Gloria,False
The Silver Gate,Dark Fortress,False
Special,Wilshire,False
Follow You Home (Album Version),Nickelback,False
Out Of My Darkness,Legacy Five,False
Matarlatanta,Ghorwane,False
The Ava Song,Francis Dunnery,False
Teenage Superstars (Album),Vaselines,False
Dirty tarraxa 2 (feat. Neuza),Nichols,False
Bully Bully (LP Version),Off Broadway,False
Looking At You (Cody High School),MC5,False
Mentira,Beto Cuevas,False
Himalaya Dreams,Catia Werneck,False
Holy Ground (Homecoming Hymns Version),Bill & Gloria Gaither,False
Comme Si C'\xc3\xa9tait Doux,Julien Clerc,False
The Fundamental Alienation,Dimmu Borgir,False
S.O.S.la Fine (Reprise 2,Ennio Morricone,False
At Night,Shakedown,False
Laying Down My Will (The Plan Album Version),Raze,False
La bite du plombier,B\xc3\xa9zu,False
No Eye Has Seen,Parachute Band,False
Undercover Gangstas,5th Ward Boyz,False
Lord You're Worthy (Album),Wilmington Chester Mass Choir,False
Summerfish,Leonid Rudenko,False
Swing Spring,Bill Perkins,False
Sensazioni a_b & c,Gruppo Jazz Marca,False
Kleine Killer,Paso Doble,False
Umbrella,All Time Low,False
Summer Rain,James Last,False
It Was Only A Heart,Skeeter Davis,False
Across Decker's Field,Stewart Francke,False
Dancing With the Goddess (ttt rmx),Atman,False
Raag Trance,Biddu,False
Too Cool for Love,Webb Wilder,False
S.O.S.,Spliff,False
Snaps Drinking Woman (LP Version),Champion Jack Dupree,False
House Of Wolves (Album Version),My Chemical Romance,False
Nos plus belles ann\xc3\xa9es,Miossec,False
Ramblin' On My Mind,Memphis Sheiks,False
I Don't Want To Talk About It,G-Unit,False
Wheeling Free,Bert Kaempfert And His Orchestra,False
Bridget,Rachel Portman,False
Live At Brixton Academy 1999,Atari Teenage Riot,False
If I Had Known,Tampa Red,False
Within (Album Version),A Perfect Murder,False
Rapture (Toby Emerson Dub) (Toby Emerson Dub),Toby Emerson,False
Don't Stop The Music,Michael Stanley Band,False
Superstar Dog,Curtis,False
Frisch Verliebt,Der Plan,False
Be With You,Beyonc\xc3\xa9,False
Tu Peux Compter Sur Moi,B\xc3\xa9nabar,False
Traveller,Talvin Singh,False
Madazulu,Deep Forest,False
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,Solomon,False
Depressionista,Every Time I Die,False
La feria de San Cristobal (Live),Maurice Larcange,False
Missionary Man,Eurythmics,False
Mar gaye te sada naal,Naseebo Lal_ Arif Lohar,False
A Visit From Drum,Liars,False
La cl\xc3\xa9 parfum\xc3\xa9e,Gabriel Yared,False
Hermione,Starless & Bible Black,False
La Vuelta,Gustavo A. Santaolalla,False
C.O.G. To The ATL,DJ Taz,False
More Than Words,Tom Barabas,False
Wepons Of Mass Deception (Album),Widespread Bloodshed,False
Talking Drum (Isea '95),Chris Brown,False
We Do It Too,Modeselektor,False
Amo Dejarte Asi,Gustavo Cerati,False
Geek USA (Album Version),Between The Buried And Me,False
Alpha Beta Parking Lot,Cake,False
Pluvialus,LORE,False
La f\xc3\xaate \xc3\xa0 la prison,Oldelaf et Monsieur D,False
Soul Of A Man,Erja Lyytinen,False
Forgiveness,Goldfinger,False
Song For Val,The Embarrassment,False
East Wind Drum Call,David & Steve Gordon,False
Le Coeur Du Volcan,Julien Clerc,False
Wasted Days And Wasted Nights,Roy Drusky,False
Don't Crush It,Kool Keith,False
Time Will Tell,MxPx,False
Fool For You,Rocky Hill,False
Succotash,Claw Hammer,False
Pictou County Coal,Undertakin' Daddies,False
Les Trois Orf\xc3\xa8vres,Pierre Perret,False
What I Like (Womens),C.C. Adcock,False
The 4th Dimension (LP Version),Devo,False
Harmonia,Pitch Black,False
Greatest X,Janet Jackson,False
Girle Girle,Dr Bombay,False
It Don't Mean A Thing (If It Ain't Got That Swing),Charlie Byrd,False
Rosa Rio,Jim Reeves,False
Heaven (LP Version),Rude Boys,False
Lord of Shadows and Golden Wood,Beherit,False
Riot In Cell Block N.9,Commander Cody And His Lost Planet Airman,False
Sittin' Here With Nothing,Big Mike Griffin,False
Jah The Only One,Rocker-T,False
We've Got It All,John Davis,False
Canon In D,Tom Barabas,False
Dangerous Mood,Keb' Mo',False
The Hotness (ft. Shontelle),Rihanna,False
Big Sister,I.N.T.,False
Elle Voulait Jouer Cabaret,Patricia Kaas,False
A ti,Alturas,False
Akh Larh Gayee,Malkit Singh,False
Leaving Melbourne,TEN MADISON,False
Galope A Beira Mar,Quinteto Violado,False
This Is My Life,Phil Vassar,False
Where Ya Heart At,Mobb Deep,False
Aphrodite (1999 Digital Remaster),The Edgar Broughton Band,False
Moving Mountains,Usher,False
Te Parto el Alma (inter. El Tariacuri),Varios,False
When You Were Young,The Killers,False
M. tagu va au march\xc3\xa9,Klimperei,False
Satin Doll,The Wes Montgomery Trio,False
Suckin' On Suzie,The Hollywood Brats,False
Trouble (Studio),Buckwheat Zydeco,False
What You Want,LL Cool J / Freeway,False
Wailin',OutKast,False
Prec\xc3\xads,Casual,False
Terve menoo j\xc3\xa4tk\xc3\xa4nretale,Irwin Goodman,False
Ask You for a Dance,Freddie McGregor,False
On The Money,Joe McBride,False
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XVII,Solomon,False
Juke Joint,Farlow-Kirch Band,False
I Love You More Than You'll Ever Know,Mick Hucknall,False
You Are Holy,4Him,False
In The Hills,Jim Chappell,False
Map Your Psyche,Busdriver featuring Abstract Rude & Ellay Khule,False
Watch Out for The Birdsongs,Goldfish,False
I'm Gonna Let My Love Flow,Commissioned,False
Friday Night,Sex Machine ft. Sh\xc3\xa8na,False
We're Here To Stay,M.I.K.E.,False
Red Hot Pepper Pot,Gloria De Haven,False
Tschung Mori,Megadrums,False
Rhymin' Spielin',fIREHOSE,False
Una noche serena y obscura,Antonio Bribiesca,False
Here Comes The Big Parade,Harry Connick_ Jr.,False
Intro,Styles P,False
I Cannot Believe It's True,Phil Collins,False
Missing (Olivier Berger Mix),Nicola Fasano Feat. Paula B,False
Chains Of Love,Joe Turner,False
Shifty Disco Girl,Helen Love,False
Where To Piss And Shit In Oslo,Black Debbath,False
Show Me,Justin,False
Minuet in g minor,The American Boychoir,False
Borrare Tu Nombre,Mazz,False
Come Next Monday,K.T. Oslin,False
When My Ship Comes In,Eddie Cantor,False
Headlock,Esser,False
Kids Of Tragedy,Suzi Quatro,False
Kinky Afro [Remastered Version],Happy Mondays,False
Comme hier,Georges Brassens,False
Too Bad,Royal Bubble Orchestra,False
Cheer Up! Smile! Nertz!,Eddie Cantor,False
Tenhert,Tinariwen,False
New Shoes,Dottie Rambo_ The Whites,False
Dream On (LP Version),Blackfoot,False
Sweet Harmony (LP Version),Maria Muldaur,False
Lil' Boy Fresh,Juelz Santana,False
Ovanl\xc3\xa4r,Br\xc3\xb6derna Djup,False
Samba de Paris,Kyle Eastwood,False
The River,Curtis,False
Stand Down,Stickboy,False
All Of You,Gerald Clayton,False
Don't Look Back,Grandpa Jones,False
Juke Appeal,DJ Rashad,False
Kinghead Shuffle (Little Freddie King),Little Freddie King,False
Mother's Little Helper,Wild Horses,False
Sun Shower (Single Version),Busdriver,False
God Smack,Alice In Chains,False
Portland_ Oregon,The Cat's Miaow,False
A Rush Of Blood To The Head (Live In Sydney),Coldplay,False
Blue Moon,T-Bone,False
I singe dir es Lied,Kisha,False
Fantasia 6: Mudarra,Terry Muska,False
Saturday Night Special,Mars Ill,False
Speak Low,Mike Vax,False
Room 13,Black Flag,False
Synthesizer,OutKast featuring George Clinton,False
We Got Da Dope,Three-6 Mafia,False
Feelin` Alone,2-Gether feat. Sarinah,False
Adventure No. 8,Jim Chappell,False
Silent Movies (Album Version),Grant Geissman,False
Shawty Get Loose,DJ Nasty,False
Church_ I'm Fully Saved Today,Blind Willie Johnson,False
Pauvre Jean,Jacques Douai,False
Fruko's  Boogaloo,Fruko Y Sus Tesos,False
"Return Of The ""G",OutKast,False
Laundry & Dishes,Adrienne Pierce,False
Estoy Contigo,Selena,False
The Things That I Used To Do,Guitar Slim,False
Face,Dave Rave_ Mark McCarron,False
Vaya (Live At The Beacon Theatre),Ray Barretto,False
Life Of A Star,MIMS,False
Los Conguitos,Mongo Santamaria,False
Samba De Duas Notas,Luiz Bonfa,False
Lontananza,Fruko Y Sus Tesos,False
Halt mich,Herbstrock,False
Is It A Myth?,K'Naan,False
Long Day (Album Version),Soul Asylum,False
Lost,The Cure,False
Melangt\xc3\xa4ras int\xc3\xa5g i Kallsta,Sven Scholander,False
Still Caah Nicer Dan Yard,Shaggy,False
Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...,Ram\xc3\xb3n Vargas,False
Rhapsody In Blue,Arthur Fiedler;Earl Wild;Pasquale Cardillo,False
Everybody Loves You,Helmet,False
Castle Of My Dreams,Tex Williams,False
The Long Goodbye,Miranda Lee Richards,False
Que Devient Ton Poing Quand Tu Tends Les Doigts,Miossec,False
Price Of The Fire,John Stewart,False
I Only Want To Love You,Nicky B,False
Stop It,The Frequency,False
Life Is Wild,The Clash,False
Es klappert die M\xc3\xbchle,Frederik,False
O Mein Papa,Eddie Calvert,False
Ain't Goin' To Beg You For That Stuff,The Hokum Boys,False
Ruff Ryder's Anthem (Guide Vocal),Karaoke (Made famous by DMX),False
Pretty Girl (Amended Version),No Address,False
Aqui Estoy,Mr. Grillo,False
Pork Chop Sandwich,Hinge,False
Estacao Primeira Da Mangueira_ Viva Do Samba,Samba Enredo,False
Mefistofele/La luna immobile,Mich\xc3\xa8le Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti,False
One of Us,Bottom Of The Hudson,False
Break The Ice,Britney Spears,False
Half Way Up The Stairs,Delroy Wilson,False
It's Bad For Me (Album Version),The Roches,False
Untitled,Rhian Sheehan,False
I'm On The Run,JennyAnyKind,False
Sorry Feat. Rafaqat Ali Khan,Rishi Rich,False
I Am,Devanic,False
If I Can't Have You,Jackie Wilson,False
Medley: Father_ I Adore You/More Precious Than Silver,Cadet,False
Si Tu Me Dices Ven,Isabel Pantoja,False
Xi Yang Wu Xian Hao,Eason Chan,False
We Wanna Change Our Band Name,Sex Machine,False
Soliloquy (2001 Digital Remaster),Gordon MacRae,False
Widescreen,Pinch,False
The Devil Made Me Do Dat (LP Version),Young-Holt Unlimited,False
Dyna,Kanda Bongo Man,False
La Bamba,The Tokens,False
Largo,Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,False
Tarha Tinghi,Philippe Eidel,False
Pichleh Janam Dee,XLNC,False
Watermelon Man,Johnny Kidd And The Pirates,False
Controlando El Area,Daddy Yankee / Bounty Killer,False
Turn This Thing Around,El Presidente,False
Boll Weevil,Blind Willie McTell,False
Gwithian,Luke Vibert,False
EZ Cuz You're Beautiful (Album Version),Shifty,False
Sitting In A Dim Caf\xc3\xa9,Conway Twitty,False
Techno Cumbia,Selena,False
Manila,Martin Denny,False
Decide,Chelsea,False
Temblando,Alex Ubago,False
I Want You Back,The Plimsouls,False
Heartburn,Alicia Keys,False
Put Your Hand In The Hand,Rance Allen Group,False
Woodcarver,Glen Campbell,False
LDN (Warbox Original Cut Dub),Lily Allen,False
Artie In The Sky,Artie Fishel & The Promised Band,False
Through Bucky's Eyes,Michael Gettel,False
Sleepwalkers,Non Phixion,False
Welcome,Les Bonapartes,False
One Shine,The Roots,False
The Big Rock (LP Version),Maire Brennan,False
Don't Stop,Flame,False
What's Your Damage?,Test Icicles,False
Stay With Me,Michal,False
RECKLESS,This Is Hell,False
Tender Lies,Beres Hammond,False
Brillantin' Brutal',Falco,False
Living Dead,The Plasmatics,False
Gib mir den Tod (Live),Der Moderne Man,False
Chao Wo,Miriam Yeung,False
Sigui,Djelimady Tounkara,False
Whispering Grass - Original,Dee Clark,False
It Must Be Love (Live Acoustic Version),Rickie Lee Jones,False
Autobahn (Live),Kraftwerk,False
Frustration,Rocket From The Tombs,False
Slash,Long John Hunter,False
What It Do,J.R. Writer_ Jha Jha,False
Midnight Rider,Buddy Miles,False
Two Wars,This Or The Apocalypse,False
Out Of The Danger Zone (Degarmo And Key Album Version),DeGarmo & Key,False
Miserere: XI. Cor Mundum,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,False
Lillie Anne,Chalk Farm,False
Take Me To Paradise (Nicky Scanni's Garage Mix),Will To Will,False
Thrill Me (Atfc's Jackhammer Re-Rub),Junior Jack,False
Sunday Morning (Sony Connect Set),K-OS,False
A Sound That Only You Can Hear,K's Choice,False
I'm A Believer,Tyrone Taylor,False
The Other Boleyn Girl - Opening Titles,Paul Cantelon,False
Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster),Bobby Hutcherson,False
Up On That Cloud,Blue Rodeo,False
Gaita Gaitero,Rincon Morales,False
Freeword,D.O.W.N.,False
Man In A Suitcase,The Police,False
Baltimore Oriole (2004 Digital Remaster),George Harrison,False
Columbia,Oasis,False
Baby's First Christmas,Connie Francis,False
Liar of Nastrond,Goatwhore,False
Desperate Man Blues,Daniel Johnston,False
Interlude (Album Version),My Chemical Romance,False
Satanic Majesty,PitchBlack,False
Held Der Tastatur,Melanie And The Secret Army,False
The Nightmare Begins,ZombieSuckers,False
Open Up Your Mind (Guido Osorio Club Mix),Eyes Cream,False
Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,False
Ready For The Floor (Radio Edit),Hot Chip,False
Planetary Takeover,Snowgoons,False
Bliss,The Dreamtree Project,False
Spencer-Tracey,Danny Wilson,False
Agrymonyzer (Matsingena Mix),Joy Kitikonti,False
Que paso,D.A.R.,False
Just A Glance Away,Sam Baker,False
You Make Me Feel So Good,Simon Harris,False
Who Cares,Don Gibson,False
Forever Until Sunday,Bruford,False
Lust for life (recorded during the us tour in 1986),Iggy Pop,False
Humanity,The Berzerker,False
Rosalita (Come Out Tonight),Bruce Springsteen,False
Tenemos Amigos,Dora The Explorer,False
Lover,Spade Cooley,False
Deep Inside,Converge,False
Hear Me Now,Wet Wet Wet,False
Gro\xc3\x9fraumbrand,ZENFU,False
Thorns of Charon (Pt. 2) - Emerge from Hades,Astarte,False
Yesterdays,Vince Guaraldi Trio,False
To Pirame,Imiskoubria,False
El Bipper,Los Traileros Del Norte,False
Joe Avery's Piece,Harry Connick_ Jr,False
Sonata I.X.1905: I. Preduycha (Jan\xc3\xa1cek),Massimiliano Damerini,False
How Insensitive,Charlie Byrd,False
Shadrach (2009 Digital Remaster),Beastie Boys,False
A Love That Keeps On Giving (Silent Witness Album Version),Jeff And Sheri Easter,False
Halintamyym\xc3\xa4l\xc3\xa4n aamutoimet,Juice Leskinen,False
I Saw Destruction,The Scare,False
Monsoon,Jack Johnson,False
Unconditionally (Soul and R&B),Willie Clayton,False
I Love It [Clubstar Remix],Sneaky Sound System,False
Are You Home,Singing Melody Feat. Robyn,False
World Of The Video Game,Shinehead,False
Arrivederci Roma,Sergio Franchi,False
Mine Yuh Business,Johnny Osbourne,False
No La Dejes Sola,Los Titanes,False
Christelle Est Une Ordure,B\xc3\xa9nabar,False
Punjabian Di Chale Glassi,Bally Sagoo,False
Burlesque burglary,Cool cavemen,False
Encore,Roni Size,False
Prove Something (explicit album version),Fat Joe,False
Mystic River,Blue Rodeo,False
My Mind Is Gone,3 Steps Ahead,False
Romance,Whitney Cummings,False
Bar Talk,Ed Calle,False
Happy Cycling,Boards of Canada,False
Urbania,Statues,False
Double Jig: The Rolling Wave,Willie Clancy,False
Cursed Again,MU330,False
We Will Rock You,Nickelback,False
Personal Tragedy,Ron Goodwin,False
Fair Diana,Johnny Keating & All Stars,False
Heiliges Feuer,A Challenge Of Honour,False
Frontiers (LP Version),Bela Fleck And The Flecktones,False
Better Way Of Life,George Nooks,False
For Me And My Gal,Ed Ames,False
Freedom,Jah Cure,False
I'm Amazing,Keb' Mo',False
Drummer Boy,The Clark Sisters,False
Roman Empire,P.o.d,False
